scene_id,im_id,obj_id,score,R,t,time
1,7,1,"tensor(0.95822, device='cuda:0')",-0.2363030542214014 -0.9711515078458903 -0.03202523027694526 -0.910188181979382 0.2096902798065018 0.35719386884399135 -0.34017398482350897 0.11355498828023775 -0.933481078911603 ,-120.84612171679653 -84.92679353948738 273.30424348167463 ,0.018880367279052734
5,7,5,"tensor(0.94735, device='cuda:0')",0.9733730286956872 0.22736473724030706 0.029158588227674826 0.012243185991399869 0.07545621172205041 -0.9970739513743889 -0.22889965357021616 0.9708818859017833 0.0706633725718764 ,134.3124756262075 66.37883421698236 318.65466726467815 ,0.018880367279052734
5,8,5,"tensor(0.84145, device='cuda:0')",-0.8120540727902472 -0.4516309637730178 0.36959120041774124 0.0024022808370008225 0.6307224082861043 0.7760048148900602 -0.5835772544501302 0.631045732294603 -0.5110957560391359 ,-164.7933338088627 -131.09826893144393 377.31890315692647 ,0.017247438430786133
1,8,1,"tensor(0.68524, device='cuda:0')",-0.04042316424557048 0.09814351262729784 0.9943509534975823 0.9981939599591308 -0.040293264074276 0.044556381937376835 0.0444385653850839 0.9943562258061324 -0.09633748028207682 ,109.05649995172179 -124.91994703969858 1059.8152457941007 ,0.017247438430786133
1,9,1,"tensor(0.96515, device='cuda:0')",0.1028083669686023 0.8439188570988343 0.5265276842809374 0.968037859775696 0.036851460256188774 -0.24808198628251155 -0.22876438036140795 0.5352036364880043 -0.81315676580096 ,-127.39248502173876 36.537883993376155 291.64341638815046 ,0.03287792205810547
4,9,4,"tensor(0.95043, device='cuda:0')",-0.47772592031292993 -0.40406759326123265 0.7800687951310701 0.6367822496518066 -0.7709865316463917 -0.009388000226448007 0.6052159214607201 0.49224907119865924 0.6256233214279252 ,114.89319961735252 181.87582328465115 636.6695747487838 ,0.03287792205810547
4,9,4,"tensor(0.89532, device='cuda:0')",-0.6239242791363561 -0.6599898692594434 0.4184875940563606 0.6617549249009631 -0.16134833916468944 0.7321523972631085 -0.41569088668564647 0.7337438830570917 0.5374206925703565 ,163.47823716785877 -56.591715652157646 473.8000212976571 ,0.03287792205810547
4,9,4,"tensor(0.87617, device='cuda:0')",0.46890254804652115 0.5600270706829981 -0.6830081116192549 -0.8469683725862107 0.5044535377537467 -0.16784279575363076 0.25054934897968845 0.6571881833614704 0.7108647658844155 ,12.058029008877531 32.874339183505725 361.31953535184607 ,0.03287792205810547
3,10,3,"tensor(0.88795, device='cuda:0')",-0.5243269433709882 0.8292191677139638 0.19358932912482008 -0.7512982244849571 -0.5575092139807764 0.35317765248142186 0.40078951376126043 0.03973723974181374 0.9153079904800974 ,50.83077716255524 122.45491444144403 354.84967993669795 ,0.016879558563232422
4,10,4,"tensor(0.57948, device='cuda:0')",-0.08609265491478067 0.8047614093810357 0.5873219974943672 0.921813297908457 0.2879814354032614 -0.2594743468287601 -0.37795277293447527 0.5190623920436985 -0.7666328551510265 ,42.86094381968009 -254.78678031280947 661.5917991434122 ,0.016879558563232422
1,11,1,"tensor(0.88237, device='cuda:0')",-0.6341610758049393 0.5009813200037044 0.5889460475640089 0.7673442152382475 0.3142063798056707 0.5589787171528203 0.09498729006725168 0.8064068873073694 -0.5836825736896034 ,-162.95442135806553 -123.86064303236401 545.2849289631798 ,0.027385473251342773
5,11,5,"tensor(0.79541, device='cuda:0')",-0.3423917838681915 -0.577137895960764 -0.7414038814206059 0.9388943869425344 -0.18053465000530416 -0.29306069391043427 0.035287342027426394 -0.7964415164928589 0.6036851118747212 ,-99.79355319032034 26.850452542298477 518.8918131900415 ,0.027385473251342773
4,11,4,"tensor(0.53052, device='cuda:0')",-0.5528305180456764 0.44769200883450755 0.7028159670518822 0.8307926527473833 0.23082265295403753 0.5064627044750931 0.06451345951283904 0.8638823809460309 -0.4995450384426834 ,-59.49196518195446 -43.49299476233317 206.0754142224713 ,0.027385473251342773
1,12,1,"tensor(0.96631, device='cuda:0')",-0.7091603613089075 0.34833792126425756 0.6129863575623162 0.6954381485313347 0.4886470393324689 0.526867964976921 -0.11600587707322965 0.7999279739832261 -0.5887765899928107 ,-200.15970340717027 -115.92080563343289 409.27397608266193 ,0.02496504783630371
3,12,3,"tensor(0.89572, device='cuda:0')",0.8626611529889022 -0.48845440519534533 -0.13125558719200897 0.5056568445752376 0.8271203874512476 0.24532227823153765 -0.011264575361357249 -0.27800028544546374 0.9605149403492738 ,-79.13642502660956 92.64716809210724 285.8250442970694 ,0.02496504783630371
3,12,3,"tensor(0.76996, device='cuda:0')",-0.22429363395567958 -0.9677514068119171 -0.11467161976928228 -0.23412639804515967 0.16773493651482121 -0.9576271825772117 0.9459794900024815 -0.18794202746039562 -0.2641980295322446 ,121.2074939630496 -69.678045485218 270.4239153893515 ,0.02496504783630371
4,13,4,"tensor(0.93845, device='cuda:0')",0.28765432376283917 -0.9005337337955903 -0.3260275821410158 0.44471555783413597 0.42708346976477085 -0.7872914215676158 0.8482234744693269 0.08147824341416038 0.5233337684588353 ,-197.36632537918572 33.88250228627613 607.6789801578589 ,0.03215312957763672
1,13,1,"tensor(0.80750, device='cuda:0')",-0.21640129738096398 0.43287662216982176 -0.8750933141503714 0.9392761155193727 0.3368222424145478 -0.06565939254724654 0.26632847633453194 -0.8361630265646052 -0.4794794424160911 ,-59.42243328588265 -72.87955791412217 403.7670669788453 ,0.03215312957763672
1,13,1,"tensor(0.74690, device='cuda:0')",0.6406376675166597 0.5977297744890425 -0.48197769206478036 0.12802938038057368 0.5357622655293164 0.834606058325879 0.7570943512655343 -0.5963873837734771 0.2667025154692904 ,-82.37880518345152 -117.05926049787743 467.4280123801368 ,0.03215312957763672
3,13,3,"tensor(0.59547, device='cuda:0')",-0.14464878721888325 0.9788834077741881 0.14444376878390688 -0.12129655197553951 -0.16241997080605933 0.9792379177514544 0.9820203026592432 0.12412504609365249 0.14222903394629796 ,244.9951107778787 -156.64122833227856 684.9635097599634 ,0.03215312957763672
1,14,1,"tensor(0.96218, device='cuda:0')",0.3734862880901164 -0.8272940746987035 0.41963377673524166 -0.8761784969065716 -0.16603864631860288 0.45248470635727267 -0.3046624922224721 -0.5366709251460358 -0.7868704365622653 ,-66.64579314766118 7.688313322939177 640.3569297815066 ,0.03160905838012695
5,14,5,"tensor(0.94193, device='cuda:0')",-0.6223530433327655 0.7827296822531711 0.0033066560593776606 -0.1703349810809435 -0.13955518353912558 0.975453917398211 0.7639781958109797 0.6065134749263292 0.22017883880652422 ,163.9195094071064 89.32002343297445 384.69282413771384 ,0.03160905838012695
1,14,1,"tensor(0.86569, device='cuda:0')",-0.3994802742796973 0.8668302219222085 0.29836366538791587 0.8799607644074597 0.4538401510601596 -0.14035017060599023 -0.2570691805037249 0.20648119441727872 -0.9440767727188069 ,-8.736461507759325 193.5906965759364 540.9499984542215 ,0.03160905838012695
3,14,3,"tensor(0.51040, device='cuda:0')",-0.20731017510094485 -0.7923916903745014 -0.5737054124941264 -0.6033378507684662 0.5651940898488742 -0.5626180575043701 0.770068782077097 0.22950174253225814 -0.5952503851699329 ,-491.55617196210096 -414.1737388087638 867.2139593806164 ,0.03160905838012695
1,15,1,"tensor(0.95509, device='cuda:0')",0.9638536674359671 -0.0772515202514788 0.25498688277845116 -0.26495744612516153 -0.17736466142495416 0.9478076432591391 -0.027993919215935324 -0.9811085462355564 -0.19142194490309872 ,30.389005227698938 131.7762817851783 515.1211909381393 ,0.025035858154296875
4,15,4,"tensor(0.95371, device='cuda:0')",0.1674641786092016 -0.8028993041761674 -0.5721087800726115 -0.23172942198707544 -0.5961023224693056 0.7687415015024464 -0.9582573891540213 0.003837772808045481 -0.2858811774699281 ,187.87960609390407 112.54005362029935 433.5631667040433 ,0.025035858154296875
4,15,4,"tensor(0.89317, device='cuda:0')",-0.1532144273186003 0.6485440132371034 0.7455977482233601 -0.8717059624146626 0.2666890010707609 -0.4111030184742098 -0.4654611201294478 -0.7129289162337236 0.5244790806558907 ,-161.05091709544553 100.81993521353877 643.1211309149516 ,0.025035858154296875
1,16,1,"tensor(0.96059, device='cuda:0')",0.25341252338409165 0.9555958838635369 0.15039481285992837 0.17507400701736478 0.10759692667156258 -0.9786582618246873 -0.9513838263597878 0.2743344821816974 -0.140033591781076 ,116.94552432338733 -72.27756191734781 493.1427032244465 ,0.015052318572998047
1,16,1,"tensor(0.95607, device='cuda:0')",0.3068277366677834 -0.9243346312451799 -0.22685288072264528 -0.9505745947323005 -0.2856944757253664 -0.12160019074627544 0.04758865264795681 0.25295089646183394 -0.9663080068582206 ,-19.776470872827524 11.185243020515575 351.22086747052816 ,0.015052318572998047
1,17,1,"tensor(0.96877, device='cuda:0')",-0.05833837641774327 0.8493772865021667 0.5245520555780501 -0.9850957836596507 -0.1341478280795741 0.10765991471997294 0.16181140520037682 -0.510453313629904 0.8445439501596884 ,-19.26499756868239 47.43466752862483 195.71696839900682 ,0.02476024627685547
4,17,4,"tensor(0.94089, device='cuda:0')",-0.4812388679044336 -0.6356037995968944 0.603669580114859 0.021163781370259205 0.6800317847754522 0.7328771152473144 -0.8763339810689593 0.3654648842681115 -0.3138059463915953 ,-192.48362066264772 83.64423193855903 379.38198378375205 ,0.02476024627685547
4,17,4,"tensor(0.93140, device='cuda:0')",-0.15727497259439477 -0.8596538886149715 -0.48606560748996686 0.06486557202704928 -0.5001205192976778 0.8635229723308031 -0.9854222651031568 0.1042816281354455 0.13441838219672408 ,-187.98962031606789 41.8629322250592 466.5273286058902 ,0.02476024627685547
5,18,5,"tensor(0.89214, device='cuda:0')",-0.12977604891833858 0.8551780324217142 0.5018253779856798 -0.9249891805970976 0.0778797083761338 -0.37192709877280833 -0.3571458986261147 -0.5124502745501985 0.7809235066304325 ,-89.62919370723482 -128.16272234128994 537.3407628026692 ,0.009425163269042969
1,19,1,"tensor(0.98402, device='cuda:0')",-0.5682558080311373 0.5127412755031235 0.6435695153084156 0.8109212089517684 0.21625812527204455 0.5437271522795444 0.13961421672265842 0.8308602816654858 -0.5386827107302294 ,-93.30951617634216 -98.23191577612356 313.82676550931893 ,0.016295433044433594
1,19,1,"tensor(0.95310, device='cuda:0')",0.846993121100098 -0.5237599382850557 -0.09098450338793619 -0.5088424042693827 -0.7492202322664483 -0.42396751193925636 0.1538897671272165 0.4053943396376471 -0.9010956491756507 ,-33.01766930879871 39.375872142217645 311.20546384994407 ,0.016295433044433594
1,20,1,"tensor(0.96259, device='cuda:0')",0.44968614639504406 0.2936969808082809 0.8435190888204462 -0.24131734329518761 0.9492215288793209 -0.20185249301645325 -0.8599699468965922 -0.11278551580812618 0.4977259465394259 ,-197.73774081125086 -181.35249558326012 513.1781639057533 ,0.02557992935180664
3,20,3,"tensor(0.86816, device='cuda:0')",-0.937323875454434 -0.31840959801973345 0.14156016527255294 -0.2997201797874935 0.9439107095885387 0.13856545800528283 -0.17774072783476869 0.08745227391539344 -0.9801838263590119 ,-67.56040815391425 -67.14553560359002 338.5234807812464 ,0.02557992935180664
5,20,5,"tensor(0.53046, device='cuda:0')",-0.16633207583527507 0.9237139756676191 -0.34508858530042597 -0.00893278937815732 -0.35136080487275384 -0.9361975165920363 -0.9860293331449395 -0.15263707267728777 0.06669391443193735 ,29.47034006667094 1.560580114591463 174.69547128624848 ,0.02557992935180664
1,21,1,"tensor(0.96123, device='cuda:0')",-0.08000116543907783 -0.9967763291644689 -0.006063261976487185 0.35083835187597384 -0.022463669379173615 -0.9361665633908176 0.9330124674308162 -0.07702164095518477 0.35150448424341746 ,-5.766949217430177 129.79362179655723 308.10347811956166 ,0.026270151138305664
4,21,4,"tensor(0.88016, device='cuda:0')",0.704441672734864 0.49441099127820476 -0.5092344267798571 -0.5316845278437023 0.8428806989343132 0.08284739112140595 0.4701845303347677 0.21239091098092397 0.8566309639317079 ,234.5788348111693 -96.07330226422235 626.8783117050591 ,0.026270151138305664
1,21,1,"tensor(0.86717, device='cuda:0')",-0.08389330146977911 -0.3457440891160553 0.9345709918512397 0.9915888795018043 -0.1217265264466134 0.043978935953451787 0.09855662340429815 0.9303997407569239 0.3530480341010161 ,-194.38598244790495 -104.55091052576518 518.284330729539 ,0.026270151138305664
1,22,1,"tensor(0.98051, device='cuda:0')",0.9801608797057945 -0.03201596145465478 0.19560068534260577 -0.026642466845372737 0.9566292070795092 0.29008746805545144 -0.19640475771924729 -0.28954367265503045 0.9367975409717301 ,-13.580608846789222 25.793663212738807 200.68555267630092 ,0.018831729888916016
1,22,1,"tensor(0.98002, device='cuda:0')",0.5301632048718448 -0.7972315440818536 0.2887019939676174 -0.608819273075169 -0.5949144959238688 -0.5248007576898803 0.5901407196018907 0.10246271351332281 -0.8007717049242247 ,-150.69830394898608 68.32761290558732 279.2339328727643 ,0.018831729888916016
1,23,1,"tensor(0.84051, device='cuda:0')",0.8048141201750594 0.17157068254541674 -0.568188113970844 0.5812559875633698 -0.034182264437136345 0.8130024905986949 0.12006543586135271 -0.9845786274792123 -0.12723685559842285 ,295.7225671858325 -243.60846126872832 713.6029992534096 ,0.01860332489013672
5,23,5,"tensor(0.76536, device='cuda:0')",-0.4406646098309092 -0.34710676304705024 -0.827847568510998 0.8835988587500206 -0.005065385425300217 -0.4682172558611595 0.15832800907683373 -0.9378119411254542 0.30893527578487034 ,-174.3788439580619 -73.71869403981584 358.12656064527107 ,0.01860332489013672
4,24,4,"tensor(0.95524, device='cuda:0')",-0.13167790108884975 -0.48962813813304634 0.8619310974278637 0.8888764254252371 0.3265832396736013 0.3213130683423067 -0.4388161695836742 0.8084600632762644 0.39221511368029993 ,-40.0373157916997 -98.15610343083141 445.26931276067484 ,0.01694345474243164
5,24,5,"tensor(0.90948, device='cuda:0')",-0.3765057985706375 0.7878566311089892 0.48736568658480733 -0.03792003504193639 0.5125303883618353 -0.8578313773394423 -0.9256378636297808 -0.34145941167766986 -0.16309511210221694 ,39.47840573192917 3.6804233575755188 96.987682309757 ,0.01694345474243164
1,25,1,"tensor(0.95922, device='cuda:0')",-0.9882831200227085 -0.14874327186604436 0.03423322585975277 0.03621546841735404 -0.4464004801417945 -0.894100134871082 0.1482731078971924 -0.8823842985931694 0.4465568665587264 ,27.245876094826627 116.60610383995574 335.73699740006975 ,0.0220944881439209
4,25,4,"tensor(0.91287, device='cuda:0')",0.5118960979635275 0.5807448787014271 -0.6330069278860854 -0.5573138259220569 -0.33624635245759693 -0.7591703958236786 -0.6537305900184218 0.7413998761269295 0.15153395445622037 ,193.34616173377572 -181.8653301134694 473.0428757802992 ,0.0220944881439209
1,25,1,"tensor(0.56060, device='cuda:0')",0.6677851563160345 0.3823609446461792 -0.6386415998142079 0.5327733911705315 0.35365047901481683 0.7688197788514826 0.519822564597403 -0.8536576870747854 0.03245080327983724 ,-271.9466419318 -173.3623850070882 704.3090098462466 ,0.0220944881439209
5,26,5,"tensor(0.94897, device='cuda:0')",0.7054841480235138 0.7028112207154916 -0.09137015335402032 0.6843917672305393 -0.642083696215735 0.34545106165852013 0.18411959655233928 -0.30624322864406284 -0.9339780827594746 ,-111.05141102762501 16.38788485789653 300.72142205170195 ,0.024038314819335938
1,26,1,"tensor(0.89056, device='cuda:0')",0.9996732988543885 0.02517006721933642 -0.004445590372329313 -0.011680538795062017 0.2951731704548933 -0.9553723695277477 -0.02273456775576593 0.9551121751709484 0.2953707369885817 ,-12.449592434195363 193.39403102264902 804.2411709522727 ,0.024038314819335938
3,26,3,"tensor(0.80470, device='cuda:0')",-0.4331161932875941 0.887460372978514 -0.15755776561280693 -0.8773031992211255 -0.3749773828877784 0.29955142957263725 0.2067594248116434 0.26796650670460526 0.9409806010413228 ,-87.76692769612178 157.0157252548398 500.09972447743803 ,0.024038314819335938
4,27,4,"tensor(0.94048, device='cuda:0')",-0.4554777006588231 -0.13346305368979572 0.8801861607082597 -0.8011307660547603 -0.36972559183685916 -0.47062987837726267 0.3882390499203608 -0.9195056280636237 0.06148040400206151 ,-2.1249822997264385 35.37837496170989 301.04105770149874 ,0.025818586349487305
3,27,3,"tensor(0.77179, device='cuda:0')",0.7567097672918232 0.446257375557422 -0.47774960266415395 0.4828754236468385 -0.8741609934181307 -0.051709600889130555 -0.4407058580539192 -0.19156438172799506 -0.876972881182839 ,306.51460881843633 37.536447946832126 678.6297150851801 ,0.025818586349487305
3,27,3,"tensor(0.64443, device='cuda:0')",-0.12918742938740954 0.9915910727633399 -0.007599506847271927 -0.034104217455737794 -0.012102131341171907 -0.999345005875715 -0.9910335566669802 -0.12884363714615368 0.03538088081076404 ,-94.9924177382928 34.244592367095336 440.92660413151333 ,0.025818586349487305
5,28,5,"tensor(0.95469, device='cuda:0')",-0.5822946921921 0.6152897426048819 -0.5313675037957495 -0.5240477881905966 0.21561664810795822 0.8239437946554562 0.6215358454163775 0.7582400633730105 0.19688879896693398 ,98.70211543147907 143.15205651648645 518.8298512566358 ,0.026300907135009766
4,28,4,"tensor(0.95391, device='cuda:0')",0.4887112926357218 -0.7549235907821378 0.43732327234086876 -0.8614377340486278 -0.4969198806841822 0.10486020473937686 0.13815318602004006 -0.4279731349762761 -0.8931700246487735 ,166.36768678203902 41.084127170311795 365.2488763464441 ,0.026300907135009766
4,28,4,"tensor(0.95096, device='cuda:0')",-0.4417883115425212 0.4240363347007474 0.790579707959902 0.24234614372113913 -0.7920697288521721 0.5602623414611582 0.8637658446638771 0.43911129738325116 0.24716357762117133 ,-159.6281942025949 -113.71300133315863 501.5190999003996 ,0.026300907135009766
1,29,1,"tensor(0.87746, device='cuda:0')",-0.06757947848589058 0.1789660595165219 0.981531539803334 0.9907132677900845 0.12837345732957586 0.04480487114080044 -0.11798404600736159 0.9754442090629173 -0.18597946094489162 ,108.79363943223073 30.05601348114198 580.7721702721748 ,0.016399621963500977
3,29,3,"tensor(0.84330, device='cuda:0')",-0.18114765701282065 0.173060101347401 0.9681093572940987 -0.9478671335374768 -0.29314428256171493 -0.1249572997500539 0.2621706000264197 -0.940274763525537 0.2171403821466251 ,-109.04302170782692 230.38178824958396 587.1115261150259 ,0.016399621963500977
1,30,1,"tensor(0.96401, device='cuda:0')",0.9786485315890987 -0.20507673278419308 -0.013805263092803749 0.14268896650062035 0.6295117324582526 0.7637766935017031 -0.14794225379345036 -0.7494387982804002 0.6453329196426789 ,150.7138899749162 -138.35580002697284 342.2907963926758 ,0.029619455337524414
1,30,1,"tensor(0.88537, device='cuda:0')",-0.32221874879749446 0.6975552182509152 -0.6399935901353193 0.8895461066465269 0.4543810979095086 0.04738715028945655 0.3238561441031852 -0.5540347781082589 -0.7669176374117035 ,-888.8972340068086 -29.838993095606533 1876.9662175105743 ,0.029619455337524414
1,30,1,"tensor(0.88236, device='cuda:0')",0.9978538008249125 -0.06458212816957778 0.010813921599680545 0.0 -0.16514535113041345 -0.9862692396095564 0.06548123532185239 0.9841525093810921 -0.16479091631404783 ,-69.77418830164837 -175.59461682086499 1048.6735958718248 ,0.029619455337524414
5,31,5,"tensor(0.93047, device='cuda:0')",-0.20213453542807952 -0.6951384601148433 0.689872561315812 -0.22835408294792575 0.718450464448867 0.6570261356553627 -0.9523633982825496 -0.024727543395405893 -0.303961356440818 ,-122.68169741123242 97.75653975628313 354.22074188858204 ,0.009173393249511719
4,32,4,"tensor(0.94597, device='cuda:0')",-0.36734575848794515 0.8687367275056372 0.3321951113483044 0.8903947735034405 0.43169790267862396 -0.14434011272211983 -0.26880149002316417 0.24276206273978113 -0.9321010352186364 ,213.58838740061015 123.82457721017708 530.2807472140411 ,0.01776885986328125
3,32,3,"tensor(0.85854, device='cuda:0')",-0.39142767463035255 0.9201834314843237 -0.00684309544064087 -0.8915886392125129 -0.38108327296788574 -0.24463286265598777 -0.22771489622037114 -0.08965484641567736 0.9695916328813522 ,-2.136306997611655 -74.0482369034809 293.49425202962635 ,0.01776885986328125
1,33,1,"tensor(0.95910, device='cuda:0')",-0.5063673498811284 0.7032223098585484 0.49906962429261353 -0.7271800476402428 -0.6592899230419819 0.19117001775705297 0.46346659565528237 -0.26611121790053355 0.8452121239187222 ,-212.8263516971229 112.49328160618974 372.5990872120228 ,0.015991926193237305
1,33,1,"tensor(0.94870, device='cuda:0')",0.2830944040680136 0.05721413977838366 -0.9573839880605877 -0.9484293181352115 0.16513448053885998 -0.27057795889306785 0.1426162223835496 0.9846101490166453 0.10101221493693466 ,-112.52797448273535 111.6160726338761 751.7822216618862 ,0.015991926193237305
1,34,1,"tensor(0.98150, device='cuda:0')",-0.1768660547131751 0.9094183909361274 0.37639950706309555 -0.8438300242222657 0.05674249925658176 -0.5336020792680323 -0.5066253930778112 -0.4119932997091844 0.7573587208737292 ,-43.21592732521689 -98.78486886534282 268.07163523526316 ,0.022425174713134766
1,34,1,"tensor(0.90860, device='cuda:0')",-0.19799769634616166 -0.6855010044564314 -0.7006320611639443 -0.9313182170939287 -0.09134820590477656 0.3525647228339279 -0.3056849534252529 0.7223184049760896 -0.6203328389519605 ,210.62027410062265 -157.2392240286295 405.16476136143405 ,0.022425174713134766
4,34,4,"tensor(0.90546, device='cuda:0')",-0.3994684102662291 -0.32201846068250395 -0.8583292492855189 0.7063902410635954 0.48865447375332993 -0.5120836187684309 0.5843268062732423 -0.8108766344275353 0.032268672268718386 ,47.674386296649885 162.51075633797024 439.3591813964728 ,0.022425174713134766
1,35,1,"tensor(0.94562, device='cuda:0')",-0.2928819802234072 0.39328776438425195 0.8715187204220302 0.9421509059907799 0.27410085207704243 0.1929258749659878 -0.1630086378115232 0.8776066643299131 -0.45081562386695867 ,198.7671572767174 163.6845073245523 523.9596906201702 ,0.016595840454101562
4,35,4,"tensor(0.86588, device='cuda:0')",0.9751572371292463 0.08045816965352628 0.20638518796284705 -0.12979779233912797 0.9625421022168499 0.23804460624818974 -0.17950179937355482 -0.2589192623115775 0.9490731898150346 ,-93.01222402721342 47.94236070969668 313.0174464658642 ,0.016595840454101562
4,36,4,"tensor(0.90062, device='cuda:0')",-0.9596517710971297 0.21877911331241368 0.17664704302188677 0.10959072444157114 -0.2875367598561422 0.9514791037368099 0.25895627303951135 0.9324474844781692 0.25195899933088495 ,-203.3704231632726 38.00941498198467 500.42046860330237 ,0.016707658767700195
1,36,1,"tensor(0.52809, device='cuda:0')",0.41002451023156117 0.8621882997205272 -0.2975083811162212 0.6441723813702178 -0.0428272365517879 0.7636804114871351 0.6456948536957615 -0.5047743690346843 -0.5729581069122291 ,906.5691383086555 -357.3839947746083 1401.1175069872404 ,0.016707658767700195
1,37,1,"tensor(0.96673, device='cuda:0')",0.8751629528287125 0.48358276251383914 0.015411612362515204 0.3199415612235909 -0.6023209133068547 0.7313322875376197 0.3629424243567288 -0.6351041089401644 -0.6818471730596087 ,-187.19570321178952 -249.37194288319967 783.2673758858807 ,0.015486955642700195
3,37,3,"tensor(0.78318, device='cuda:0')",-0.5867088102131597 0.786645501832091 -0.19225406748778107 -0.8093546048013645 -0.5774776191853564 0.10707344688035295 -0.026793575817457643 0.2184226494376217 0.9754863661310517 ,-177.14284962653747 51.02652551603576 653.1774512529413 ,0.015486955642700195
