scene_id,im_id,obj_id,score,R,t,time
6,10,6,0.9298841953277588,-0.12693532355351705 0.9430251460002065 -0.30755649504709404 -0.32358716024617856 -0.3324702847526 -0.8858639057328949 -0.9376453345258953 -0.012926088651030287 0.34735305220194596 ,61.24452102080362 146.3910837322731 428.06087938179667 ,0.02496337890625
6,10,6,0.7044457197189331,-0.761778628452588 -0.44351543026717755 0.47221540037128623 0.19078228954097026 0.5430031459674896 0.8177711791613314 -0.619108584361741 0.7130509424889147 -0.32903330254743407 ,331.6827444849825 -189.10933294263793 855.7605834428567 ,0.02496337890625
5,11,5,0.9997603893280029,-0.8416126000649352 0.525633582303715 0.12408693954846022 0.1792230911399023 0.05507654727457936 0.9822655738355942 0.5094774921566189 0.8489263284260152 -0.14055879158177007 ,-81.61656127590102 -70.80414476825842 286.9676576700013 ,0.026125669479370117
6,11,6,0.9997580051422119,-0.32205926722860123 0.5860338776283841 -0.7435335383585713 0.9442481421917749 0.14212803839056604 -0.29697654229018067 -0.06836135135848394 -0.797724209846417 -0.5991350521087478 ,-125.63160809990097 33.78053571710693 661.4682510312001 ,0.026125669479370117
5,11,5,0.9974437952041626,-0.34630567642823595 -0.6311630484401378 0.6940501312998466 0.5470215318346683 0.4651775942331393 0.6959721614638921 -0.762128481414279 0.6206794761446695 0.18416613616499625 ,-95.65053215164484 -57.81291929006832 352.5654301527921 ,0.026125669479370117
5,11,5,0.7984697818756104,-0.5008007005922659 -0.7325682458050062 -0.46102323534120426 -0.8583061272174126 0.48912313264344265 0.1551423639568259 0.11184475967761112 0.47339447224406955 -0.8737210214830684 ,-87.17122165280018 -55.48652949520165 323.2601410850497 ,0.026125669479370117
1,12,1,0.9997799396514893,-0.7103903512138567 0.3031119601916327 0.6351918517196511 0.6941067581270058 0.4510601526447334 0.5610352457898948 -0.11645324050738731 0.8394449822858526 -0.5308208402940042 ,-221.5720197272894 -129.14675993023403 444.6200088132831 ,0.02544116973876953
3,12,3,0.9990264177322388,0.936522258066436 -0.2512753063558285 0.24451335456765616 -0.169701570642646 -0.9351327305241358 -0.311011500147331 0.3068019508861748 0.2497748920893747 -0.9184144305345918 ,-84.98595519691573 99.27953241644487 303.38388762741755 ,0.02544116973876953
3,12,3,0.9982534646987915,0.9723199703258812 0.22445224319128507 0.06492353834995243 0.0288946469135934 0.16022327236819353 -0.9866577939546044 -0.23185981688342702 0.9612230196567433 0.1493028191185813 ,136.2704027470113 -75.46164380662445 304.1558754514433 ,0.02544116973876953
3,12,3,0.9109907150268555,-0.9913013406975174 -0.09969198711421384 0.08592531429400718 -0.08898600167205102 0.9887154561427604 0.12051239890913766 -0.09696980683556211 0.11181795244786417 -0.9889861485747113 ,-53.23966333207813 -73.84755343764657 608.3136672513424 ,0.02544116973876953
1,13,1,0.9994620084762573,-0.8296832140788977 -0.1441663391283255 0.5392975347042173 0.037595689478952005 0.9494531481032393 0.31164929598741326 -0.5569670801836604 0.27884545221176693 -0.7823253066164376 ,-87.08983392005675 -62.78647496155447 329.64819472395527 ,0.019995689392089844
1,13,1,0.9992908835411072,-0.9136635868613321 0.33210798092438126 -0.23435686260490818 -0.08321958823828988 -0.7171892399673532 -0.6918916780887739 -0.3978609684011922 -0.6126531507152974 0.6829075828701013 ,-103.83303723104316 -33.3490891445238 300.7222862872801 ,0.019995689392089844
5,13,5,0.9991505146026611,-0.3642649492084399 -0.904971848114129 0.21985677360288539 -0.3199495338687581 0.34331423805252853 0.883044523072068 -0.874610394721751 0.2513190961135056 -0.4146026644552028 ,-204.0241357376514 35.53391814254489 630.2362051052165 ,0.019995689392089844
1,14,1,0.999875545501709,0.20179996955107096 -0.9459306302174151 0.2539527812520881 -0.968592822012868 -0.15428352199047132 0.19499882047685427 -0.14527462763447546 -0.28532759708570044 -0.9473560285906059 ,-46.05562437638848 15.312668457339756 487.04292851403574 ,0.019783735275268555
1,14,1,0.9998695850372314,0.032210556838478226 -0.17725371184881375 0.9836379423669934 0.914958470731715 0.40131892776302597 0.042356995353974 -0.40226045898700574 0.8986235250954389 0.1751064912577788 ,-107.6467268287462 183.5480530320435 525.6695994992218 ,0.019783735275268555
1,14,1,0.9742536544799805,-0.43687043094565375 0.4445779808970757 0.7819812308916615 0.8982378154443723 0.2620882483997584 0.35281521644689334 -0.04809421452815804 0.8565396482079657 -0.5138353603798531 ,369.848679383284 213.81899971619288 976.295519524039 ,0.019783735275268555
5,15,5,0.9998377561569214,0.4718207098542936 -0.7988918517559175 0.37303756774699204 -0.6182311770478901 -0.6014196049464527 -0.5060480911060068 0.6286298032058065 0.008140514974741553 -0.7776620747711535 ,175.1650262593801 104.16621494079905 404.06117010362755 ,0.02479243278503418
5,15,5,0.9996772408485413,0.9769579006723418 -0.21072786061353943 -0.03386781769071617 -0.0986630396671834 -0.5866048139337147 0.8038410271150784 -0.1892587248121541 -0.7819773404843858 -0.5938792588156657 ,107.41653339955536 -18.89199070769914 242.15815142025465 ,0.02479243278503418
5,15,5,0.9993635416030884,0.06326835779300559 0.6607275616666395 -0.7479546805497198 0.9092612357206483 0.27077441677838016 0.316109507028953 0.4113892562013935 -0.7000859264921592 -0.5836425065137726 ,-137.590170355187 83.34945033869796 541.2964066192102 ,0.02479243278503418
1,15,1,0.9980931282043457,0.9636962747103417 -0.08058488596611375 0.2545497323967131 -0.2650535828214226 -0.17380346369677396 0.9484402744720046 -0.03218832619036048 -0.9814776778719078 -0.1888530632429094 ,30.393390100055633 122.69465910154616 486.95195832557306 ,0.02479243278503418
1,16,1,0.9996057748794556,0.3157400855314775 0.937832185590005 0.14414919375442117 0.20665719913509906 0.08030402066536003 -0.9751123352263643 -0.9260674923752649 0.33767152076604234 -0.1684545743793765 ,113.57132839416857 -65.23847118445093 484.027347553736 ,0.031081438064575195
1,16,1,0.9993149042129517,0.3065994934957836 -0.9243926226981137 -0.22692516319137418 -0.950435089738901 -0.28437768650336614 -0.1257078820599585 0.051670985873468384 0.25421961080981953 -0.9657652399514945 ,-19.09170755825704 12.270756856601253 339.2748772532368 ,0.031081438064575195
1,16,1,0.9967904686927795,-0.2480465992082721 0.06192873452147346 -0.9667666297828963 0.9248543380474711 0.3121309724419241 -0.21729866414047 0.28830077699511114 -0.9480185060867892 -0.13469808499376507 ,254.8875457271474 151.3565794673972 700.9919233955607 ,0.031081438064575195
1,16,1,0.9671391248703003,-0.6055231313184766 0.3937420159773709 -0.6915988449183117 0.7939509652297687 0.35852756323450174 -0.49101919637815483 0.05462236033883507 -0.8464190518030689 -0.5297085863904872 ,95.35442054687816 308.2939893341242 1362.5196939552718 ,0.031081438064575195
1,16,1,0.9367709159851074,-0.45288321575892587 0.8894841009635639 0.06094938077532114 0.8915603227876062 0.4521349009956361 0.026348095425017648 -0.004121130271371121 0.06627265978295507 -0.9977930400892661 ,143.88714468121594 103.48380665569118 485.955118949395 ,0.031081438064575195
1,17,1,0.9998923540115356,-0.05824848725053907 0.8494178149779323 0.5244964149840671 -0.985270083525 -0.13352971228617896 0.10683013829163492 0.1607792780294258 -0.5105479326516612 0.8446838652546 ,-19.15551955157303 46.93455571095817 194.5449898041486 ,0.02772212028503418
5,17,5,0.9998530149459839,-0.06644034545007532 -0.5952354689842484 0.8007998607389841 0.517165647507059 0.6658110415577813 0.5378060523816619 -0.8533026271699151 0.44987819840801835 0.2635986211308332 ,-235.3340412368368 102.91247395468801 463.6110220106952 ,0.02772212028503418
5,17,5,0.9997609257698059,-0.2990271327624684 0.2557250842308738 -0.9193407720573311 0.9513384740703945 0.004758625065345856 -0.3081111215793754 -0.07441694447684837 -0.9667378324978287 -0.24470406942290457 ,-204.49232977124515 -11.05586618995077 411.78236348498166 ,0.02772212028503418
5,17,5,0.9996680617332458,-0.26260581470079825 -0.8742012200044671 0.40842430513870187 0.751232684605869 -0.4508740974643818 -0.4820394193585606 0.6055473884554281 0.18023533276907905 0.7751306890818026 ,-176.8905179129708 40.77001344414977 439.0839035771099 ,0.02772212028503418
6,18,6,0.9998611211776733,-0.13663619002266406 0.7786034643435632 0.612459955334463 -0.9672134052909214 0.028752731993964553 -0.2523321403000877 -0.2140765755556417 -0.6268571812742396 0.7491470443666481 ,-86.30063296500545 -121.45909711026336 513.9457178255086 ,0.024483442306518555
6,18,6,0.9998525381088257,-0.664733106927382 0.4519572901883478 0.5948651144589631 -0.5805752052396589 -0.8136315373657581 -0.030596608713401016 0.4701726572394418 -0.3657025146884261 0.803243016237903 ,117.87898910131179 -41.309019502655325 717.7810146417484 ,0.024483442306518555
6,18,6,0.9997243285179138,0.361609648205838 0.9097634878739488 -0.20388442426011272 0.33549983007851497 -0.33100923297677337 -0.8819709471980445 -0.8698725920166341 0.2505260142491309 -0.42492162788296217 ,-64.6348126860266 -52.16442647824958 146.47098395987206 ,0.024483442306518555
5,18,5,0.9991779923439026,0.28534488255972096 -0.7575281794789954 -0.5871365729472301 -0.6870996893857175 -0.5887768167187695 0.4257180721329115 -0.6681858385531898 0.28194488360271996 -0.6885018284414494 ,69.94218501997945 -172.4073757319332 645.9264396015474 ,0.024483442306518555
1,19,1,0.999747097492218,-0.032015269347966224 -0.9989405837461938 0.033056507277556366 -0.8717386258955189 0.04408669116225044 0.48798374131128314 -0.4889241154313928 -0.013193703315533253 -0.8722265391183942 ,-42.608218070154734 21.44769638553486 459.51435749308 ,0.025040149688720703
1,19,1,0.999657392501831,-0.18769999599651674 0.8164871878417013 0.5460012670253228 0.8291935376494178 -0.16625151693180748 0.5336651667837391 0.5265043101659765 0.5529096718345803 -0.6458204906693701 ,-66.06164178143672 -91.15572250454946 256.6704891867901 ,0.025040149688720703
1,19,1,0.9992591738700867,-0.6620334736725068 0.5192671439755121 0.5404380750138069 -0.7339739953371318 -0.3033038898623972 -0.60769147152415 -0.15163724445518795 -0.7989795889644826 0.5819259080949943 ,65.94690613708458 -59.61319217670581 491.798441145862 ,0.025040149688720703
6,19,6,0.9985974431037903,-0.10568011800235011 -0.9069135360906129 -0.4078474601056501 -0.24502215040187542 0.4212473408238534 -0.8732209477911491 0.9637405555809353 0.007649568906336945 -0.2667313735279318 ,179.69322641968438 125.86853471379239 378.79520540166465 ,0.025040149688720703
5,20,5,0.9998435974121094,0.21541812051095652 0.19158438675989442 0.9575439708469592 0.2641801209575914 -0.9554350194173713 0.13172997897881755 0.9401084496197019 0.22458705755399735 -0.2564308026210542 ,-48.22264988019239 64.5536444478829 317.95399766357775 ,0.024617671966552734
1,20,1,0.9996538758277893,-0.6791434024550731 0.4565072391383312 -0.5747741987215891 0.4796550719081934 0.868758255324048 0.12324814724393172 0.5556035015138872 -0.19199019355325037 -0.8089774500472143 ,-140.53659446987848 -206.44381074993362 601.1770352999404 ,0.024617671966552734
6,20,6,0.9967498183250427,-0.1653356720057969 0.923990891408303 -0.3448259679271286 -0.011061917334655546 -0.3513533252551232 -0.93617758722213 -0.9861753137993633 -0.15096911414808392 0.06831234900126046 ,28.869467704995415 1.9048323018726125 172.1867644925194 ,0.024617671966552734
6,20,6,0.9682236909866333,0.18951078783710715 -0.705204941012015 0.683206888479324 0.1945112730802885 0.7089896862785137 0.6778635477700363 -0.962419360745639 0.00442898667137992 0.27153150487378136 ,-75.8705114435157 -74.94595568075377 377.9447224418692 ,0.024617671966552734
1,21,1,0.9997121691703796,-0.08409499910297386 -0.41087041735392044 0.9078069900971715 0.9934026438368321 -0.10585390405433974 0.044115056550418384 0.07796934233314276 0.9055277196971222 0.4170615428402231 ,-180.50318248143174 -73.09878973695578 394.80802522139584 ,0.031352996826171875
1,21,1,0.9985466003417969,0.9936040264151321 -0.10248821953396471 -0.04740467854964551 0.0 0.41980579007483654 -0.9076139590264366 0.1129204972165699 0.9018088841192462 0.4171207233307433 ,-47.637656898858005 124.95823477577234 400.11191411527267 ,0.031352996826171875
5,21,5,0.977976381778717,0.7035418916220031 0.4932117426865248 -0.5116355965030727 -0.530227690713135 0.8436661621103683 0.08417839931347065 0.4731674151227552 0.21206033053375 0.8550690109458807 ,225.9740630575098 -92.03896601619677 609.192181504237 ,0.031352996826171875
1,21,1,0.8683763146400452,0.9993568646696821 0.03404862812630665 0.01124935377251113 0.0 0.31371207240499527 -0.9495181597143696 -0.03585884880448103 0.9489074910390789 0.31351031308768434 ,21.132927721193056 184.7630642705604 559.2258003475447 ,0.031352996826171875
5,21,5,0.8092992305755615,-0.5342359818300415 0.5001280682482012 0.6815158333218783 0.49756326887692326 0.8377979696337863 -0.22477845880336478 -0.6833905978154822 0.21901250518595491 -0.696427177377197 ,238.4536782772712 -98.64729864099772 643.4868152908786 ,0.031352996826171875
5,22,5,0.9996309280395508,-0.05042326641262368 0.10735358564922225 -0.9929414392865961 -0.24548566362775573 -0.9650370999890558 -0.09187047729250872 -0.9680879521807522 0.23912047861479385 0.07501408900673245 ,-189.46776339508168 31.005532415752704 467.6449730857063 ,0.01904892921447754
6,22,6,0.9986720085144043,-0.08022706631091699 0.8160693869655694 -0.5723586056737363 -0.9901686420288329 -0.13125559743069407 -0.0483531641765934 -0.11458480777974339 0.5628523108247414 0.8185765682117514 ,29.062398263890493 16.273435367896735 318.0526708213237 ,0.01904892921447754
1,22,1,0.9962038397789001,-0.135048057040827 0.33739744779267145 -0.9316249162149374 0.9504133751097092 0.3099402553389209 -0.02552360736682377 0.28013646442772977 -0.8888756945397012 -0.36252387639229383 ,27.59719566835321 67.67690882529737 426.99118118883666 ,0.01904892921447754
5,23,5,0.9998977184295654,-0.4476825147239487 -0.893798845211209 0.026532815710948614 -0.5421952020310681 0.294928902886306 0.7867917800388928 -0.7110588786485484 0.3378469572770925 -0.6166479583633432 ,25.7560606752435 -92.3128566917949 478.344021665602 ,0.033293962478637695
6,23,6,0.99979168176651,-0.3347143157123453 0.8433785941364912 -0.42033186152083696 0.278842521833165 -0.33743818853517926 -0.8991008380241994 -0.9001184226950014 -0.41814831802896496 -0.12222442167836263 ,19.168123747411066 -14.373547524798175 49.50266240583806 ,0.033293962478637695
6,23,6,0.9997550249099731,-0.4418811007846455 -0.34897500285393573 -0.8264124515957185 0.8822435746853078 -0.00224019146669302 -0.47078791028305145 0.16244189021259278 -0.9371293554922332 0.3088708522649424 ,-170.98636837535258 -74.08810484756455 352.6768038159905 ,0.033293962478637695
5,23,5,0.9822646975517273,0.006362263097791622 -0.8679824393171769 -0.49655413264343873 -0.607641544504063 0.3910165294827001 -0.6912870800644415 0.7941859196693123 0.3061250703688085 -0.5249344399929391 ,23.65701790494371 -84.42306854425438 436.5878409256434 ,0.033293962478637695
6,23,6,0.789598286151886,-0.186927064743113 0.9253328767663569 -0.3298747332576749 -0.08686193364254823 -0.35004675353057024 -0.9326962393119133 -0.9785260737202671 -0.14569261312093454 0.14580941509927298 ,100.12047864567303 45.52528005137694 522.1298784485188 ,0.033293962478637695
5,24,5,0.9998489618301392,-0.11082880468894032 -0.4809576697402671 0.8697106967085277 0.856426494357602 0.3977715002694192 0.3291071152919119 -0.5042327198958524 0.78131783128982 0.367820351115872 ,-39.61924902701298 -97.94872904473719 445.8537238887874 ,0.013421773910522461
6,24,6,0.9985064268112183,-0.37819854464679736 0.87177069833795 -0.31141886639445504 -0.038989712631214375 -0.3511076429025362 -0.9355229689346812 -0.9249030560745163 -0.3416712932260891 0.16677848856861638 ,39.16918882754439 3.734831156358499 95.71733116083216 ,0.013421773910522461
5,25,5,0.9993599653244019,0.6450238094042593 0.5930061158272593 -0.48196268724153857 -0.4477667039918507 -0.21778613597514718 -0.8672221040617503 -0.6192328028277347 0.7751857490746861 0.12505115086885804 ,190.26918312777144 -180.54128418055492 464.39743881132955 ,0.02614426612854004
1,25,1,0.9992474913597107,-0.988266759623253 -0.14886175080216874 0.03419050996794842 0.03612883006557482 -0.4453325552046588 -0.8946360281773713 0.14840323265295868 -0.8829037854845807 0.44548556218484714 ,27.10409386194997 115.46586383885551 333.74346894955335 ,0.02614426612854004
6,25,6,0.9886201620101929,0.3633092147145528 0.8950616793550178 -0.2585942858101669 0.19542906167980978 -0.3445995585315029 -0.9181822401412708 -0.9109412145437509 0.2830472299989326 -0.30011725914296783 ,-23.1390556137563 -11.338320141682514 56.89887033128959 ,0.02614426612854004
1,25,1,0.8335310816764832,0.09536744392120962 -0.9724337766737005 -0.21278533930714927 -0.912539876738075 0.0 -0.4089877423137015 0.3977134948713629 0.23317922288257956 -0.8873845987017593 ,442.21286285755946 528.7999944120371 1766.7322931623708 ,0.02614426612854004
6,26,6,0.9996288418769836,0.7056691060085762 0.7025099846493923 -0.09225418306487437 0.6843887461285981 -0.6421061609815021 0.3454152894735876 0.1834207103834843 -0.30688662319740767 -0.9339044081194339 ,-108.86250333272251 16.124624114548865 295.660082751599 ,0.019241809844970703
